1,1,1
9.30987380748403,10.1617669797279,7.23473059778201
208.613710171079,206.136619282016,579.741189050176
230.961229677842,277.383108792147,487.286036262278
220.592361160005,335.553000818982,439.964817787217
199.712790491293,370.504473669968,426.054435855521
179.253213430331,383.337845356894,433.685707744948
163.279420070366,380.20183282518,452.719875147833
152.717564964282,368.314911087465,475.053731974769
147.183837896743,353.760877821918,495.017865544725
145.733942706986,340.648067130086,509.473751431956
147.150207613717,331.122046491325,517.510766547532
150.12094045236,325.754850768376,519.873792601125
153.452234694733,324.045190197757,518.251764815252
156.277295419922,324.920796911525,514.571171771734
158.158836701959,327.172885449523,510.465240846638
159.047070771039,329.76676075234,507.009090689177
159.142116462026,332.001356927423,504.698554804336
158.743077603795,333.531944793331,503.578039527057
158.137066211323,334.305750141692,503.414066316671
157.538528684319,334.455656452699,503.861301200019
157.073633605034,334.197665516166,504.580107034553
156.789350727622,333.750070179548,505.30709591043
156.674580260616,333.28521049578,505.882397704203
156.686875893536,332.910267479977,506.241989340434
156.773050847545,332.670427845148,506.394028076035
156.885312762182,332.563746409852,506.388037653098
156.98914546064,332.560344488561,506.288024259343
157.065285729815,332.619855816214,506.153182164711
157.108325249444,332.704428116198,506.026458948314
157.122207147854,332.785850303297,505.931889631926
157.115509832847,332.847903634373,505.877020277649
157.097783704089,332.884895442978,505.85798623972
157.077244591713,332.898751051568,505.864697586579
157.059448867164,332.895670010887,505.885473336952
157.047131231234,332.883042104721,505.910261896038
157.040769395502,332.867382981972,505.932125965091
157.039379417723,332.853297087514,505.947479071553
157.041279046136,332.843193365332,505.955607384336
157.044737497956,332.837636818173,505.957674042997
157.048388202541,332.835995989328,505.955666029254
157.051379639171,332.837064914558,505.951627226126
157.053340458425,332.839536226261,505.947223848069
157.054268373757,332.842324085746,505.943535263993
157.054375264349,332.844717423855,505.941055267976
157.05396186079,332.84636944376,505.93982864145
157.053320196052,332.847222362264,505.939621736726
157.052676517797,332.847407709581,505.940078873945
157.052168988414,332.847148344325,505.940841465358
157.051852103033,332.846676078958,505.941625353159
157.051717662709,332.846176618438,505.942254539511
157.051721683824,332.845766671106,505.942657081239
157.051808471996,332.845497009234,505.942838085453
157.051927149114,332.845369028408,505.942846830554
157.052040180918,332.845354249654,505.942748934262
157.052125804579,332.845411533718,505.942606865003
157.052176513257,332.845500307395,505.942468334324
157.052195249801,332.845589064259,505.942361656852
157.052190720572,332.845658832515,505.942296977525
157.052173157649,332.845702373051,505.942271286708
157.052151441943,332.845720927774,505.942274509551
157.052131770832,332.84572045049,505.942294570557
157.052117478859,332.845708493652,505.942320659541
157.052109489278,332.845692076651,505.942344896015
157.052107037089,332.84567645578,505.94236282906
157.052108462114,332.845664668689,505.942373099364
157.052111916577,332.845657715725,505.942376554823
157.052115854793,332.845655147289,505.942375180434
157.052119253199,332.845655760286,505.942371188531
157.052121612651,332.845658169472,505.942366449891
157.052122845505,332.845661165591,505.942362251006
157.052123130952,332.845663886649,505.94235926829
157.052122778558,332.84566585159,505.942357670553
157.052122111584,332.845666930213,505.942357265026
157.05212139852,332.845667242722,505.942357665149
