time,a,b,c
0,1,1,1
1,7.81692753279314,4.34987246427203,0.422617856186395
2,158.435013781182,407.957222967256,420.916047931058
3,212.573123286785,427.724666704445,348.374332111751
4,204.920492600406,475.643851711576,308.168361497965
5,189.309628627944,488.528925969341,310.615459980475
6,185.590384922364,480.491368442319,322.271621508389
7,188.202870748801,474.263918244153,325.923557181533
8,190.136381890986,474.118058829611,324.176374161064
9,190.145060463113,475.674164514414,322.61672561356
10,189.648014554557,476.272053255369,322.507279262426
11,189.467082722014,476.084099041008,322.871766506883
12,189.530361534355,475.86150629162,323.031713881216
13,189.600355387949,475.829575821662,322.995028214324
14,189.609253932281,475.875843772224,322.940194748619
15,189.594377045703,475.900997187278,322.929680150223
16,189.58662419694,475.898263813779,322.940088023468
17,189.587588851444,475.890661587075,322.946568966832
18,189.589972802578,475.888533021116,322.946418856568
19,189.590683455426,475.889720691307,322.944538537321
20,189.590270331303,475.89096823527,322.94369907317
21,189.589801691707,475.891067201572,322.944062776494
22,189.58977133113,475.890585744915,322.944569956399
23,189.589972664305,475.890316291891,322.944641633888
24,189.590093310709,475.890401951321,322.944438127656
25,189.590055708385,475.890589999715,322.944287468728
26,189.589964770348,475.890660070614,322.944306636659
27,189.589926301424,475.890596576904,322.944407588523
28,189.589944099715,475.890525042257,322.944461476624
29,189.589975899316,475.890499209185,322.94445610048
30,189.589992918116,475.890510665807,322.944428020179
31,189.589989560688,475.890531294284,322.944410742838
32,189.589984726715,475.890540165431,322.944406631396
33,189.589981720489,475.890542294734,322.944407451526
34,189.589980493939,475.890541887958,322.944409057686
35,189.589980235615,475.89054107023,322.944410125727
36,189.589980320161,475.890540523947,322.944410587537
37,189.58998044698,475.890540286851,322.944410699749
38,189.589980526677,475.89054022876,322.944410679644
39,189.589980559505,475.890540238704,322.944410637596
40,189.589980566597,475.890540260109,322.944410609315
41,189.589980564475,475.890540274573,322.944410596974
42,189.589980561149,475.890540280908,322.944410593914
43,189.589980559037,475.890540282491,322.944410594404
44,189.589980558158,475.89054028225,322.944410595504
45,189.589980557964,475.89054028169,322.944410596253
46,189.589980558017,475.890540281307,322.944410596583
47,189.589980558104,475.890540281138,322.944410596666
48,189.58998055816,475.890540281095,322.944410596654
49,189.589980558183,475.890540281101,322.944410596625
50,189.589980558189,475.890540281115,322.944410596606
51,189.589980558187,475.890540281125,322.944410596597
52,189.589980558185,475.89054028113,322.944410596594
53,189.589980558184,475.890540281131,322.944410596595
54,189.589980558183,475.890540281131,322.944410596595
55,189.589980558183,475.890540281131,322.944410596596
56,189.589980558183,475.89054028113,322.944410596596
57,189.589980558183,475.89054028113,322.944410596596
58,189.589980558183,475.89054028113,322.944410596596
