time,a,b,c
0,1,1,1
1,1.27243749087136,7.15602984755957,3.95539663062589
2,243.3429706587,436.285025397047,315.702042562574
3,154.982246564419,490.437573668763,349.630962221374
4,143.007592099393,422.456099943597,429.118584973961
5,158.521672615491,409.765010497558,426.320776035102
6,161.460432094224,422.819835975284,410.442340159743
7,158.345147760679,425.38739480842,410.984870398168
8,157.75610741656,422.838338888898,414.101228411245
9,158.359243040339,422.3068746324,414.030333743068
10,158.48110117781,422.802573298121,413.417098766227
11,158.363917577394,422.911053509158,413.425681567139
12,158.339071894938,422.815227341251,413.545542616456
13,158.361577888813,422.793289912407,413.545000962071
14,158.366550838004,422.811580856792,413.521862533293
15,158.362296517871,422.815831126706,413.521853705456
16,158.361380785034,422.812403030366,413.526201022914
17,158.362170467093,422.811781328948,413.526047956043
18,158.362250920571,422.812350350103,413.525359961796
19,158.362128190732,422.812349700137,413.525481994949
20,158.362143965805,422.812256366251,413.525558978046
21,158.362180940457,422.812298236989,413.525480698018
22,158.362173311941,422.812344818983,413.525442007073
23,158.362153320564,422.812358849594,413.525447917976
24,158.362147200359,422.81233787922,413.52547481928
25,158.362148336882,422.812327969484,413.525483532564
26,158.362150126625,422.812325352633,413.525484354761
27,158.36215106242,422.812325425548,413.52548335341
28,158.362151342825,422.812325929008,413.525482575068
29,158.36215135704,422.812326235372,413.525482256703
30,158.362151317055,422.812326341582,413.525482190916
31,158.362151289227,422.81232635537,413.525482204847
32,158.362151278576,422.81232634555,413.525482225172
33,158.362151276687,422.812326336917,413.52548223562
34,158.362151277351,422.812326333161,413.525482238691
35,158.362151278102,422.812326332289,413.525482238812
36,158.362151278462,422.812326332393,413.525482238352
37,158.362151278559,422.812326332611,413.525482238039
38,158.362151278558,422.812326332731,413.525482237922
39,158.36215127854,422.812326332769,413.525482237902
40,158.362151278529,422.812326332772,413.525482237909
41,158.362151278525,422.812326332767,413.525482237918
42,158.362151278524,422.812326332764,413.525482237922
43,158.362151278525,422.812326332762,413.525482237923
44,158.362151278525,422.812326332762,413.525482237923
45,158.362151278525,422.812326332762,413.525482237923
46,158.362151278525,422.812326332762,413.525482237923
47,158.362151278525,422.812326332762,413.525482237923
48,158.362151278525,422.812326332762,413.525482237923
49,158.362151278525,422.812326332762,413.525482237923
50,158.362151278525,422.812326332762,413.525482237923
51,158.362151278525,422.812326332762,413.525482237923
52,158.362151278525,422.812326332762,413.525482237923
53,158.362151278525,422.812326332762,413.525482237923
54,158.362151278525,422.812326332762,413.525482237923
55,158.362151278525,422.812326332762,413.525482237923
56,158.362151278525,422.812326332762,413.525482237923
57,158.362151278525,422.812326332762,413.525482237923
58,158.362151278525,422.812326332762,413.525482237923
59,158.362151278525,422.812326332762,413.525482237923
60,158.362151278525,422.812326332762,413.525482237923
61,158.362151278525,422.812326332762,413.525482237923
62,158.362151278525,422.812326332762,413.525482237923
63,158.362151278525,422.812326332762,413.525482237923
64,158.362151278525,422.812326332762,413.525482237923
65,158.362151278525,422.812326332762,413.525482237923
66,158.362151278525,422.812326332762,413.525482237923
67,158.362151278525,422.812326332762,413.525482237923
68,158.362151278525,422.812326332762,413.525482237923
69,158.362151278525,422.812326332762,413.525482237923
70,158.362151278525,422.812326332762,413.525482237923
71,158.362151278525,422.812326332762,413.525482237923
72,158.362151278525,422.812326332762,413.525482237923
73,158.362151278525,422.812326332762,413.525482237923
74,158.362151278525,422.812326332762,413.525482237923
75,158.362151278525,422.812326332762,413.525482237923
76,158.362151278525,422.812326332762,413.525482237923
77,158.362151278525,422.812326332762,413.525482237923
78,158.362151278525,422.812326332762,413.525482237922
79,158.362151278525,422.812326332762,413.525482237923
80,158.362151278525,422.812326332762,413.525482237923
81,158.362151278525,422.812326332762,413.525482237923
82,158.362151278525,422.812326332762,413.525482237923
83,158.362151278525,422.812326332762,413.525482237923
84,158.362151278525,422.812326332762,413.525482237923
85,158.362151278525,422.812326332762,413.525482237923
86,158.362151278525,422.812326332762,413.525482237923
87,158.362151278525,422.812326332762,413.525482237923
88,158.362151278525,422.812326332762,413.525482237923
89,158.362151278525,422.812326332762,413.525482237923
90,158.362151278525,422.812326332762,413.525482237923
91,158.362151278525,422.812326332762,413.525482237923
92,158.362151278525,422.812326332762,413.525482237923
93,158.362151278525,422.812326332762,413.525482237923
94,158.362151278525,422.812326332762,413.525482237923
95,158.362151278525,422.812326332762,413.525482237923
96,158.362151278525,422.812326332762,413.525482237923
97,158.362151278525,422.812326332762,413.525482237923
98,158.362151278525,422.812326332762,413.525482237923
99,158.362151278525,422.812326332762,413.525482237923
100,158.362151278525,422.812326332762,413.525482237923
101,158.362151278525,422.812326332762,413.525482237923
102,158.362151278525,422.812326332762,413.525482237923
103,158.362151278525,422.812326332762,413.525482237923
104,158.362151278525,422.812326332762,413.525482237923
105,158.362151278525,422.812326332762,413.525482237923
106,158.362151278525,422.812326332762,413.525482237923
107,158.362151278525,422.812326332762,413.525482237923
108,158.362151278525,422.812326332762,413.525482237923
109,158.362151278525,422.812326332762,413.525482237923
110,158.362151278525,422.812326332762,413.525482237923
111,158.362151278525,422.812326332762,413.525482237923
112,158.362151278525,422.812326332762,413.525482237923
113,158.362151278525,422.812326332762,413.525482237923
114,158.362151278525,422.812326332762,413.525482237923
115,158.362151278525,422.812326332762,413.525482237923
116,158.362151278525,422.812326332762,413.525482237923
117,158.362151278525,422.812326332762,413.525482237923
118,158.362151278525,422.812326332762,413.525482237923
119,158.362151278525,422.812326332762,413.525482237923
120,158.362151278525,422.812326332762,413.525482237923
121,158.362151278525,422.812326332762,413.525482237923
122,158.362151278525,422.812326332762,413.525482237923
123,158.362151278525,422.812326332762,413.525482237923
124,158.362151278525,422.812326332762,413.525482237923
125,158.362151278525,422.812326332762,413.525482237923
126,158.362151278525,422.812326332762,413.525482237923
127,158.362151278525,422.812326332762,413.525482237923
128,158.362151278525,422.812326332762,413.525482237923
129,158.362151278525,422.812326332762,413.525482237923
130,158.362151278525,422.812326332762,413.525482237923
131,158.362151278525,422.812326332762,413.525482237923
132,158.362151278525,422.812326332762,413.525482237923
133,158.362151278525,422.812326332762,413.525482237923
134,158.362151278525,422.812326332762,413.525482237923
135,158.362151278525,422.812326332762,413.525482237923
136,158.362151278525,422.812326332762,413.525482237923
137,158.362151278525,422.812326332762,413.525482237923
138,158.362151278525,422.812326332762,413.525482237923
139,158.362151278525,422.812326332762,413.525482237923
140,158.362151278525,422.812326332762,413.525482237923
141,158.362151278525,422.812326332762,413.525482237923
