time,a,b,c
0,1,1,1
1,1.09734544004272,4.36686097629199,6.79116803325033
2,198.511998384199,45.7491729808659,751.76605829079
3,134.919539474934,27.6922885822221,833.511437008461
4,94.5164547497269,15.8530491408507,885.574488940968
5,68.9824806964277,8.80743381323558,917.788759703149
6,52.9770047000932,4.81355023941552,937.285570645177
7,43.1286382248583,2.60860387598435,948.755800682848
8,37.3012322123769,1.40866063760039,955.194442676255
9,34.1133859955783,0.76025140874749,958.512432734544
10,32.6432015311862,0.410782315745638,959.933949446964
11,32.2620947323234,0.222404222885757,960.233065907552
12,32.5455190279265,0.120700378983783,959.885603245473
13,33.2184218795319,0.0656694707893317,959.173694483034
14,34.1120200928911,0.0358195063156579,958.259455670162
15,35.1276432264211,0.0195874321379361,957.234001342296
16,36.2095544227344,0.010738701943994,956.147880947515
17,37.3268848178651,0.00590238351951781,955.028976000096
18,38.4627073395603,0.0032527216661236,953.892632642694
19,39.6077578214726,0.00179704549773878,952.747323715736
20,40.7569664891498,0.000995546364525224,951.597740282411
21,41.9075386314613,0.000553182433245892,950.446506804693
22,43.0579176844938,0.000308102010210742,949.295111662829
23,44.2072346338979,0.000172155719545766,948.144407519136
24,45.3549879037607,9.66153923012354e-05,946.994901448841
25,46.5008788089752,5.43183154826897e-05,945.84690786715
26,47.6447269578707,3.05865759263712e-05,944.700627054544
27,48.7864163190761,1.738973798625e-05,943.556195717416
28,49.9258649000998,1.00605784215046e-05,942.413715889327
29,51.0630116096234,5.85791664503218e-06,941.27326792177
30,52.197808191636,3.36177941813072e-06,940.134916207444
31,53.3302179389894,1.91106669662618e-06,938.998714628159
32,54.460208163734,1.11552028424136e-06,937.864711077233
33,55.5877494186774,6.74997460802438e-07,936.732949195828
34,56.7128139580548,4.00859251032229e-07,935.603468568514
35,57.8353780522179,2.22430265723722e-07,934.476305006499
36,58.9554189374806,1.22406583243095e-07,933.351491357964
37,60.0729179940621,7.61388645534339e-08,932.229058069599
38,61.1878535404241,5.06572305227066e-08,931.10903347851
39,62.300207005227,3.03847672515484e-08,929.99144375
