time,a,b,c
0,1,1,1
1,1.29295657023638,0.861074254370684,0.364899423568227
2,0.992082026633323,0.734142552465452,0.115357198476616
3,0.628193880054471,0.583215673200375,0.0310167354093189
4,0.374319228961316,0.435939230748207,0.00699756331934807
5,0.219493844856218,0.313273964358107,0.00134855461258999
6,0.128255822446215,0.219884977773365,0.000229290490486925
7,0.0748944309288851,0.152218117294501,3.56804912229381e-05
8,0.0437298616385551,0.104527584509398,5.2290033518241e-06
9,0.0255330355370216,0.0714411385937731,7.2358702863399e-07
10,0.0149081679630146,0.0486934305352431,9.73612261127894e-08
11,0.00870512156671168,0.0331361027699709,1.27416733944803e-08
12,0.00508243294594063,0.0225276162217857,1.43038305780535e-09
13,0.00296750693938318,0.0153071023816615,7.78386419993261e-10
14,0.00173266225885159,0.0103975705093355,9.47328999158152e-10
15,0.00101195298917851,0.00706167909704399,2.36913226504939e-09
16,0.000590672383612702,0.00479532355384323,-6.28536300159443e-09
17,0.00034491594522427,0.00325617469730901,1.67229725202382e-08
18,0.000201321899684454,0.00221093472400457,-4.45379126133994e-08
19,0.00011754304481268,0.00150108981429511,-9.94993655877385e-08
20,6.86449415392706e-05,0.0010191680779312,1.47225229436381e-07
21,4.00979325212493e-05,0.000691961927408257,7.13246985522422e-08
22,2.34246321537085e-05,0.000469849759215617,-5.40995318140148e-08
23,1.36764280998163e-05,0.000319003455712068,-3.53391422863815e-08
24,7.96907256123517e-06,0.000216419460503225,-4.24509528177768e-09
25,4.64819462366659e-06,0.000146834537463463,-2.01065298351668e-08
26,2.73249446594724e-06,9.98447778472938e-05,5.28188556492954e-09
27,1.60343232078417e-06,6.79131966224624e-05,8.50005323962522e-08
28,9.15583342268125e-07,4.60334802603726e-05,1.7845191128007e-07
29,5.26482145828424e-07,3.12207377315758e-05,1.75608485678237e-07
30,3.05472709050871e-07,2.11369860251162e-05,-4.6804342235137e-08
31,1.71073019710368e-07,1.41405138686699e-05,-1.98306199860198e-07
32,9.28804442336355e-08,9.38475227925049e-06,-7.59129680101612e-08
33,4.91766520697269e-08,6.1993151403881e-06,-1.47191395224473e-08
34,2.54719693115873e-08,4.08346753192723e-06,2.38048083971196e-09
35,1.29317983142677e-08,2.68510001231346e-06,3.38715193002958e-09
36,6.4412709713693e-09,1.76372120908998e-06,1.56052754511664e-09
37,3.1484274372106e-09,1.15775278687754e-06,3.9895282486427e-10
38,1.50939570920969e-09,7.59674229236854e-07,4.95906510713514e-12
39,6.66036311393895e-10,4.90808619532138e-07,-6.57371883488564e-11
40,4.33040128822559e-10,3.53816551683206e-07,-2.13468366513672e-11
41,2.81551754540141e-10,2.55061031071645e-07,-6.93400000907204e-12
42,1.83057839696329e-10,1.83869661444365e-07,-2.25234097805579e-12
43,1.19019583909126e-10,1.32548873725117e-07,-7.31617964726272e-13
44,7.7383527399911e-11,9.55524896701794e-08,-2.37648114168365e-13
45,5.03128150526033e-11,6.88823527924959e-08,-7.71940606520495e-14
